SourceFileName,FromDate,ToDate,PreparedDate,TotalConfirmedCasesAbs,TotalConfirmedCasesPcnt,SexMaleFemaleRatio,SexMaleAbs,SexMalePcnt,SexFemaleAbs,SexFemalePcnt,SexUnknownAbs,SexUnknownPcnt,AgeMedian,AgeMean,Age0To4Abs,Age0To4Pcnt,Age5To12Abs,Age5To12Pcnt,Age13To18Abs,Age13To18Pcnt,Age19To24Abs,Age19To24Pcnt,Age25To34Abs,Age25To34Pcnt,Age35To44Abs,Age35To44Pcnt,Age45To54Abs,Age45To54Pcnt,Age55To64Abs,Age55To64Pcnt,Age65To74Abs,Age65To74Pcnt,Age75To84Abs,Age75To84Pcnt,Age85PlusAbs,Age85PlusPcnt,AgeUnknownAbs,AgeUnknownPcnt,CHO1Abs,CHO1Rate,CHO2Abs,CHO2Rate,CHO3Abs,CHO3Rate,CHO4Abs,CHO4Rate,CHO5Abs,CHO5Rate,CHO6Abs,CHO6Rate,CHO7Abs,CHO7Rate,CHO8Abs,CHO8Rate,CHO9Abs,CHO9Rate,CarlowAbs,CarlowRate,CavanAbs,CavanRate,ClareAbs,ClareRate,CorkAbs,CorkRate,DonegalAbs,DonegalRate,DublinAbs,DublinRate,GalwayAbs,GalwayRate,KerryAbs,KerryRate,KildareAbs,KildareRate,KilkennyAbs,KilkennyRate,LaoisAbs,LaoisRate,LeitrimAbs,LeitrimRate,LimerickAbs,LimerickRate,LongfordAbs,LongfordRate,LouthAbs,LouthRate,MayoAbs,MayoRate,MeathAbs,MeathRate,MonaghanAbs,MonaghanRate,OffalyAbs,OffalyRate,RoscommonAbs,RoscommonRate,SligoAbs,SligoRate,TipperaryAbs,TipperaryRate,WaterfordAbs,WaterfordRate,WestmeathAbs,WestmeathRate,WexfordAbs,WexfordRate,WicklowAbs,WicklowRate,DublinNorthAbs,DublinNorthRate,DublinNorthCentralAbs,DublinNorthCentralRate,DublinNorthWestAbs,DublinNorthWestRate,DublinSouthAbs,DublinSouthRate,DublinSouthCityAbs,DublinSouthCityRate,DublinSouthEastAbs,DublinSouthEastRate,DublinSouthWestAbs,DublinSouthWestRate,DublinWestAbs,DublinWestRate,Cases0To4,CasesHospitalised0To4,CasesHospitalisedPcnt0To4,CasesAdmittedToIcu0To4,Cases13To18,CasesHospitalised13To18,CasesHospitalisedPcnt13To18,CasesAdmittedToIcu13To18,Cases13To24,CasesHospitalised13To24,CasesHospitalisedPcnt13To24,CasesAdmittedToIcu13To24,Cases15To24,CasesHospitalised15To24,CasesHospitalisedPcnt15To24,CasesAdmittedToIcu15To24,Cases19To24,CasesHospitalised19To24,CasesHospitalisedPcnt19To24,CasesAdmittedToIcu19To24,Cases25To34,CasesHospitalised25To34,CasesHospitalisedPcnt25To34,CasesAdmittedToIcu25To34,Cases35To44,CasesHospitalised35To44,CasesHospitalisedPcnt35To44,CasesAdmittedToIcu35To44,Cases45To54,CasesHospitalised45To54,CasesHospitalisedPcnt45To54,CasesAdmittedToIcu45To54,Cases55To64,CasesHospitalised55To64,CasesHospitalisedPcnt55To64,CasesAdmittedToIcu55To64,Cases5To12,CasesHospitalised5To12,CasesHospitalisedPcnt5To12,CasesAdmittedToIcu5To12,Cases5To14,CasesHospitalised5To14,CasesHospitalisedPcnt5To14,CasesAdmittedToIcu5To14,Cases65To74,CasesHospitalised65To74,CasesHospitalisedPcnt65To74,CasesAdmittedToIcu65To74,Cases65To84,CasesHospitalised65To84,CasesHospitalisedPcnt65To84,CasesAdmittedToIcu65To84,Cases75To84,CasesHospitalised75To84,CasesHospitalisedPcnt75To84,CasesAdmittedToIcu75To84,Cases85Plus,CasesHospitalised85Plus,CasesHospitalisedPcnt85Plus,CasesAdmittedToIcu85Plus,CasesUnknown,CasesHospitalisedUnknown,CasesHospitalisedPcntUnknown,CasesAdmittedToIcuUnknown,ImportedCasesAbs,ImportedCasesPcnt,TravelRelatedCasesAbs,TravelRelatedCasesPcnt
COVID-19_14_day_epidemiology_report_20201029 - website.pdf,15/10/2020,28/10/2020,29/10/2020,13907,100,0.96,6821,49.05,7081,50.92,5,0.04,32,36,534,3.84,0,0,0,0,0,0,2093,15.05,1927,13.86,1879,13.51,1462,10.51,696,5,365,2.62,236,1.7,4,0.03,1587,405.6,1387,306.1,1039,269.9,2199,318.4,1073,210.3,711,185.6,1747,246.9,2349,379.3,1814,291.9,184,323.2,574,753.5,303,255.0,1799,331.4,505,317.2,3415,253.5,915,354.6,400,270.8,647,290.8,169,170.3,195,230.2,56,174.8,599,307.3,115,281.4,381,295.6,322,246.7,1096,561.9,190,309.5,175,224.5,150,232.4,263,401.3,232,145.4,265,228.1,359,404.4,387,258.5,211,148.1,596,230.0,448,289.8,770,370.8,179,131.5,258,172.1,327,264.3,342,212.6,494,318.0,534,4,1.08,0,,,,,,,,,3314,18,4.88,0,,,,,2093,23,6.23,0,1927,33,8.94,1,1879,37,10.03,2,1462,49,13.28,4,,,,,1397,8,2.17,1,696,67,18.16,10,,,,,365,80,21.68,4,236,50,13.55,0,4,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report_20201030 - website.pdf,16/10/2020,29/10/2020,30/10/2020,13672,100,0.96,6704,49.03,6959,50.9,9,0.07,33,36,535,3.91,0,0,0,0,0,0,2038,14.91,1887,13.8,1864,13.63,1447,10.58,699,5.11,369,2.7,244,1.78,4,0.03,1486,379.8,1351,298.2,1048,272.2,2230,322.9,975,191.1,667,174.1,1754,247.8,2341,378.0,1819,292.7,165,289.8,510,669.5,304,255.9,1827,336.5,513,322.3,3390,251.6,881,341.4,403,272.8,652,293.0,150,151.2,198,233.8,39,121.7,611,313.5,121,296.0,377,292.5,314,240.6,1066,546.5,187,304.6,184,236.0,156,241.7,238,363.2,211,132.2,247,212.6,367,413.4,362,241.8,199,139.7,605,233.5,463,299.5,751,361.6,157,115.4,241,160.7,317,256.3,351,218.2,504,324.4,535,4,1.05,0,,,,,,,,,3198,16,4.19,0,,,,,2038,22,5.76,0,1887,32,8.38,1,1864,41,10.73,2,1447,53,13.87,3,,,,,1387,7,1.83,1,699,72,18.85,14,,,,,369,84,21.99,5,244,51,13.35,0,4,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report_31102020 Website.pdf,17/10/2020,30/10/2020,31/10/2020,12797,100,0.95,6241,48.77,6548,51.17,8,0.06,33,36,519,4.06,0,0,0,0,0,0,1902,14.86,1760,13.75,1744,13.63,1354,10.58,674,5.27,357,2.79,232,1.81,5,0.04,1444,369.0,1299,286.7,964,250.4,2075,300.5,883,173.0,626,163.4,1630,230.3,2143,346.0,1732,278.7,170,298.6,492,645.9,280,235.7,1725,317.8,494,310.3,3203,237.7,811,314.3,350,237.0,603,271.0,133,134.0,191,225.5,38,118.6,539,276.6,107,261.8,367,284.8,339,259.8,977,500.9,186,303.0,150,192.4,149,230.9,235,358.6,221,138.5,242,208.3,322,362.7,290,193.7,183,128.5,586,226.1,436,282.0,710,341.9,149,109.5,228,152.1,301,243.3,335,208.2,457,294.2,519,4,1.08,0,,,,,,,,,2920,14,3.76,0,,,,,1902,25,6.72,0,1760,31,8.33,1,1744,39,10.48,2,1354,52,13.98,2,,,,,1330,6,1.61,0,674,72,19.35,13,,,,,357,83,22.31,5,232,46,12.37,0,5,0,0,0,0,0,0,0
COVID-19_14 day epidemiology report_20201101_website.pdf,18/10/2020,31/10/2020,01/11/2020,12069,100,0.95,5886,48.77,6173,51.15,10,0.08,33,36,503,4.17,0,0,0,0,0,0,1754,14.53,1659,13.75,1661,13.76,1282,10.62,645,5.34,351,2.91,219,1.81,3,0.02,,,,,,,,,,,,,,,,,,,153,268.7,450,590.7,273,229.8,1657,305.2,511,321.0,2976,220.9,768,297.6,327,221.4,536,240.9,131,132.0,174,205.4,34,106.1,525,269.4,101,247.1,383,297.2,318,243.7,925,474.3,177,288.3,127,162.9,132,204.5,236,360.1,208,130.4,237,204.0,285,321.1,260,173.7,165,115.9,561,216.5,405,262.0,656,315.9,147,108.0,204,136.1,280,226.3,317,197.0,405,260.7,503,4,1.09,0,,,,,,,,,2707,14,3.83,0,,,,,1754,21,5.74,0,1659,28,7.65,1,1661,39,10.66,2,1282,51,13.93,2,,,,,1285,8,2.19,0,645,73,19.95,12,,,,,351,82,22.4,5,219,46,12.57,0,3,0,0,0,0,0,0,0
COVID-19_14 day epidemiology report_20201102_website.pdf,19/10/2020,01/11/2020,02/11/2020,11808,100,0.94,5728,48.51,6072,51.42,8,0.07,33,36,501,4.24,943,7.99,1104,9.35,1801,15.25,1724,14.6,1647,13.95,1644,13.92,1235,10.46,633,5.36,353,2.99,221,1.87,2,0.02,,,,,,,,,,,,,,,,,,,157,275.8,429,563.2,250,210.4,1510,278.2,493,309.7,3061,227.2,731,283.3,295,199.7,514,231.0,141,142.1,171,201.9,31,96.7,512,262.7,93,227.5,385,298.7,300,229.9,941,482.5,168,273.7,124,159.1,147,227.8,218,332.6,208,130.4,234,201.4,275,309.8,256,171.0,164,115.1,604,233.1,417,269.8,655,315.4,144,105.8,213,142.1,274,221.5,335,208.2,418,269.1,501,4,1.09,0,1104,7,1.9,0,,,,,,,,,1801,10,2.72,0,1724,20,5.43,0,1647,32,8.7,0,1644,36,9.78,3,1235,53,14.4,3,943,6,1.63,0,,,,,633,71,19.29,12,,,,,353,85,23.1,6,221,44,11.96,0,2,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report_20201103 - website.pdf,20/10/2020,02/11/2020,03/11/2020,10855,100,0.94,5269,48.54,5579,51.4,7,0.06,33,36,469,4.32,888,8.18,1020,9.4,1593,14.68,1614,14.87,1544,14.22,1504,13.86,1092,10.06,586,5.4,333,3.07,208,1.92,4,0.04,,,,,,,,,,,,,,,,,,,144,252.9,362,475.2,226,190.2,1410,259.7,487,305.9,2957,219.5,663,256.9,275,186.2,469,210.8,133,134.0,165,194.8,27,84.3,445,228.3,80,195.7,331,256.8,280,214.5,742,380.4,136,221.5,106,136.0,148,229.3,198,302.1,209,131.0,228,196.3,272,306.4,210,140.3,152,106.7,594,229.2,395,255.5,630,303.4,142,104.4,206,137.4,260,210.2,328,203.9,401,258.1,469,2,0.54,0,1020,7,1.89,0,,,,,,,,,1593,11,2.97,0,1614,18,4.86,0,1544,33,8.92,0,1504,38,10.27,3,1092,48,12.97,5,888,8,2.16,0,,,,,586,77,20.81,13,,,,,333,82,22.16,5,208,46,12.43,1,4,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report_20201104 -Website (1).pdf,21/10/2020,03/11/2020,04/11/2020,10127,100,0.95,4937,48.75,5183,51.18,7,0.07,34,36,452,4.46,838,8.27,955,9.43,1425,14.07,1516,14.97,1452,14.34,1401,13.83,1033,10.2,552,5.45,315,3.11,185,1.83,3,0.03,1070,273.5,1027,226.7,806,209.4,1588,230.0,737,144.4,530,138.3,1308,184.8,1486,240.0,1569,252.5,140,245.9,278,364.9,223,187.7,1323,243.7,456,286.4,2849,211.5,628,243.4,265,179.4,415,186.5,135,136.0,150,177.1,22,68.7,444,227.8,76,185.9,286,221.9,255,195.4,630,323.0,128,208.5,92,118.0,144,223.1,186,283.8,208,130.4,226,194.5,234,263.6,185,123.6,149,104.6,571,220.3,396,256.2,602,289.9,129,94.8,201,134.1,256,206.9,305,189.6,383,246.6,452,4,1.11,0,955,8,2.22,0,,,,,,,,,1425,12,3.33,1,1516,16,4.44,0,1452,33,9.17,0,1401,37,10.28,5,1033,38,10.56,2,838,7,1.94,0,,,,,552,72,20,9,,,,,315,89,24.72,5,185,44,12.22,1,3,0,0,0,0,0,0,0
COVID-19_14 day epidemiology report_20201105_website.pdf,22/10/2020,04/11/2020,05/11/2020,9625,100,0.94,4667,48.49,4951,51.44,7,0.07,34,36,414,4.3,792,8.23,889,9.24,1323,13.75,1446,15.02,1392,14.46,1357,14.1,993,10.32,527,5.48,314,3.26,176,1.83,2,0.02,,,,,,,,,,,,,,,,,,,124,217.8,224,294.1,217,182.6,1276,235.0,478,300.3,2715,201.5,546,211.6,287,194.3,393,176.6,133,134.0,142,167.7,18,56.2,448,229.9,81,198.2,249,193.2,237,181.6,569,291.7,109,177.6,88,112.9,128,198.3,168,256.4,211,132.2,219,188.5,225,253.5,188,125.6,152,106.7,552,213.0,365,236.1,578,278.3,116,85.2,187,124.7,241,194.8,294,182.7,382,245.9,414,5,1.37,0,889,7,1.91,0,,,,,,,,,1323,11,3.01,1,1446,18,4.92,0,1392,28,7.65,0,1357,38,10.38,4,993,36,9.84,2,792,8,2.19,0,,,,,527,79,21.58,10,,,,,314,94,25.68,4,176,42,11.48,1,2,0,0,0,8,0.08,0,0
COVID-19_14_day_epidemiology_report_20201106 - Website.pdf,23/10/2020,05/11/2020,06/11/2020,9351,100,0.92,4479,47.9,4861,51.98,11,0.12,34,36,404,4.32,787,8.42,856,9.15,1250,13.37,1435,15.35,1347,14.4,1310,14.01,938,10.03,525,5.61,314,3.36,183,1.96,2,0.02,937,239.5,847,186.9,785,203.9,1590,230.2,659,129.1,472,123.2,1249,176.5,1318,212.8,1494,240.4,125,219.6,199,261.2,202,170.0,1308,240.9,476,299.0,2709,201.1,485,187.9,282,190.9,376,169.0,134,135.0,142,167.7,10,31.2,441,226.3,69,168.8,260,201.7,238,182.4,547,280.4,110,179.2,87,111.6,124,192.1,142,216.7,206,129.1,208,179.0,197,221.9,144,96.2,130,91.3,555,214.2,363,234.8,576,277.4,115,84.5,193,128.7,230,185.9,300,186.5,377,242.7,404,5,1.36,0,856,6,1.63,0,,,,,,,,,1250,14,3.8,1,1435,20,5.43,0,1347,31,8.42,1,1310,39,10.6,5,938,35,9.51,2,787,8,2.17,0,,,,,525,77,20.92,9,,,,,314,92,25,4,183,41,11.14,1,2,0,0,0,10,0.11,0,0
COVID-19_14_day epidemiology report_v1.0_07112020_Website.pdf,24/10/2020,06/11/2020,07/11/2020,8836,100,0.92,4227,47.84,4598,52.04,11,0.12,34,36,394,4.46,749,8.48,805,9.11,1147,12.98,1355,15.33,1309,14.81,1241,14.04,877,9.93,478,5.41,299,3.38,180,2.04,2,0.02,,,,,,,,,,,,,,,,,,,107,187.9,176,231.0,205,172.5,1183,217.9,464,291.5,2589,192.2,443,171.7,264,178.7,348,156.4,140,141.1,143,168.8,9,28.1,425,218.1,69,168.8,243,188.5,239,183.1,508,260.5,104,169.4,85,109.0,114,176.6,136,207.5,205,128.5,191,164.4,185,208.4,134,89.5,127,89.2,526,203.0,341,220.6,546,262.9,112,82.3,181,120.7,224,181.1,300,186.5,359,231.1,394,5,1.42,0,805,7,1.99,0,,,,,,,,,1147,12,3.41,1,1355,20,5.68,0,1309,32,9.09,2,1241,41,11.65,4,877,37,10.51,3,749,8,2.27,0,,,,,478,70,19.89,10,,,,,299,80,22.73,3,180,40,11.36,1,2,0,0,0,11,0.12,0,0
COVID-19_14_day_epidemiology_report_v1.0_20200811_website.pdf,25/10/2020,07/11/2020,08/11/2020,8356,100,0.92,3994,47.8,4350,52.06,12,0.14,35,37,362,4.33,687,8.22,744,8.9,1048,12.54,1299,15.55,1240,14.84,1199,14.35,815,9.75,472,5.65,300,3.59,188,2.25,2,0.02,1629,416.3,978,215.8,880,228.6,1683,243.7,833,163.2,545,142.2,1357,191.7,1698,274.2,1424,229.2,97,170.4,155,203.5,193,162.4,1074,197.8,470,295.2,2517,186.8,375,145.3,241,163.2,317,142.5,140,141.1,142,167.7,11,34.3,429,220.1,66,161.5,227,176.1,226,173.2,474,243.0,90,146.6,90,115.4,101,156.5,122,186.2,198,124.1,172,148.1,176,198.3,125,83.5,128,89.9,494,190.6,343,221.9,537,258.6,114,83.8,169,112.7,230,185.9,288,179.0,342,220.2,362,5,1.36,0,744,5,1.36,0,,,,,,,,,1048,11,3,1,1299,23,6.27,0,1240,34,9.26,2,1199,41,11.17,4,815,35,9.54,2,687,8,2.18,0,,,,,472,73,19.89,9,,,,,300,84,22.89,3,188,48,13.08,1,2,0,0,0,9,0.11,0,0
COVID-19_14 day epidemiology report_20201109_website.pdf,26/10/2020,08/11/2020,09/11/2020,7665,100,0.93,3682,48.04,3971,51.81,12,0.16,35,37,331,4.32,631,8.23,658,8.58,957,12.49,1199,15.64,1162,15.16,1107,14.44,745,9.72,431,5.62,267,3.48,175,2.28,2,0.03,,,,,,,,,,,,,,,,,,,84,147.5,119,156.2,165,138.9,990,182.4,439,275.8,2341,173.7,325,125.9,229,155.0,272,122.2,133,134.0,132,155.8,12,37.4,416,213.4,64,156.6,205,159.1,213,163.2,415,212.8,86,140.1,92,118.0,97,150.3,102,155.6,185,115.9,160,137.7,159,179.1,112,74.8,118,82.9,469,181.0,329,212.8,511,246.1,104,76.4,137,91.4,218,176.2,273,169.7,300,193.1,331,5,1.43,0,658,6,1.72,0,,,,,,,,,957,12,3.44,2,1199,21,6.02,0,1162,35,10.03,2,1107,40,11.46,3,745,34,9.74,2,631,6,1.72,0,,,,,431,63,18.05,6,,,,,267,79,22.64,3,175,48,13.75,1,2,0,0,0,10,0.13,0,0
COVID-19_14_day_epidemiology_report_20201110 -Website.pdf,27/10/2020,09/11/2020,10/11/2020,7212,100,0.92,3456,47.92,3745,51.93,11,0.15,35,37,309,4.28,597,8.28,597,8.28,888,12.31,1129,15.65,1103,15.29,1034,14.34,686,9.51,425,5.89,265,3.67,177,2.45,2,0.03,749,191.4,586,129.3,687,178.4,1077,156.0,526,103.1,404,105.4,942,133.1,1028,166.0,1213,195.2,74,130.0,107,140.5,157,132.1,868,159.9,453,284.6,2191,162.6,281,108.9,209,141.5,258,116.0,130,131.0,129,152.3,12,37.4,408,209.3,61,149.2,200,155.2,193,147.9,396,203.0,77,125.4,83,106.5,112,173.5,100,152.6,198,124.1,151,130.0,152,171.2,102,68.1,110,77.2,436,168.2,314,203.1,463,222.9,92,67.6,129,86.0,205,165.7,262,162.8,290,186.7,309,6,1.54,0,597,6,1.54,0,,,,,,,,,888,11,2.83,2,1129,27,6.94,0,1103,39,10.03,2,1034,43,11.05,3,686,37,9.51,2,597,5,1.29,0,,,,,425,77,19.79,6,,,,,265,89,22.88,5,177,49,12.6,1,2,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report_20201111 - website 2.pdf,28/10/2020,10/11/2020,11/11/2020,6904,100,0.94,3335,48.31,3557,51.52,12,0.17,36,38,285,4.13,567,8.21,562,8.14,842,12.2,1081,15.66,1046,15.15,1005,14.56,657,9.52,421,6.1,261,3.78,175,2.53,2,0.03,771,197.0,586,129.3,648,168.3,1002,145.1,529,103.7,387,101.0,880,124.3,958,154.7,1143,183.9,65,114.2,101,132.6,146,122.9,793,146.1,479,300.9,2083,154.6,279,108.1,209,141.5,225,101.1,132,133.0,125,147.6,13,40.6,392,201.1,57,139.5,203,157.5,198,151.7,336,172.3,77,125.4,88,112.9,109,168.9,101,154.1,188,117.8,158,136.0,144,162.2,101,67.5,102,71.6,410,158.2,298,192.8,435,209.5,92,67.6,132,88.0,195,157.6,238,147.9,283,182.2,285,6,1.57,0,562,6,1.57,0,,,,,,,,,842,10,2.62,2,1081,22,5.76,0,1046,35,9.16,2,1005,38,9.95,3,657,36,9.42,2,567,5,1.31,0,,,,,421,81,21.2,9,,,,,261,94,24.61,7,175,49,12.83,0,2,0,0,0,9,0.13,0,0
COVID-19_14 day epidemiology report_12112020 - website.pdf,29/10/2020,11/11/2020,12/11/2020,6442,100,0.94,3114,48.34,3317,51.49,11,0.17,36,38,275,4.27,512,7.95,533,8.27,780,12.11,1011,15.69,983,15.26,931,14.45,605,9.39,388,6.02,253,3.93,169,2.62,2,0.03,731,186.8,554,122.3,622,161.6,854,123.7,464,90.9,382,99.7,825,116.6,935,151.0,1075,173.0,58,101.9,90,118.1,130,109.4,662,121.9,448,281.4,1970,146.2,250,96.9,192,130.0,209,93.9,127,128.0,121,142.9,17,53.1,385,197.5,54,132.1,206,159.8,193,147.9,318,163.0,75,122.2,84,107.7,111,172.0,101,154.1,181,113.4,134,115.3,149,167.8,74,49.4,103,72.3,374,144.3,286,185.0,415,199.8,76,55.9,126,84.0,205,165.7,219,136.1,269,173.2,275,5,1.33,0,533,5,1.33,0,,,,,,,,,780,13,3.46,2,1011,24,6.38,0,983,30,7.98,2,931,33,8.78,2,605,37,9.84,3,512,5,1.33,0,,,,,388,79,21.01,8,,,,,253,95,25.27,5,169,50,13.3,0,2,0,0,0,16,0.25,0,0
COVID-19 14 day epidemiology report_13112020 - website.pdf,30/10/2020,12/11/2020,13/11/2020,6154,100,0.94,2984,48.49,3160,51.35,10,0.16,36,38,267,4.34,485,7.88,503,8.17,726,11.8,988,16.05,925,15.03,886,14.4,571,9.28,360,5.85,269,4.37,171,2.78,3,0.05,707,180.7,517,114.1,613,159.2,782,113.2,507,99.3,378,98.7,785,110.9,874,141.1,990,159.3,59,103.6,82,107.6,124,104.4,592,109.1,431,270.7,1862,138.2,224,86.8,190,128.6,190,85.4,128,129.0,111,131.1,20,62.4,383,196.5,50,122.3,192,149.0,189,144.8,298,152.8,79,128.7,86,110.3,104,161.1,95,145.0,187,117.2,165,142.0,134,151.0,77,51.4,102,71.6,342,132.0,256,165.6,392,188.8,77,56.6,133,88.7,201,162.5,205,127.4,255,164.2,267,5,1.38,0,503,6,1.65,0,,,,,,,,,726,12,3.31,2,988,18,4.96,0,925,27,7.44,1,886,36,9.92,3,571,36,9.92,4,485,5,1.38,0,,,,,360,73,20.11,7,,,,,269,96,26.45,4,171,49,13.5,0,3,0,0,0,16,0.26,0,0
COVID-19_14_day_epidemiology_report_20201114 -Website.pdf,31/10/2020,13/11/2020,14/11/2020,6201,100,0.95,3013,48.59,3178,51.25,10,0.16,35,38,271,4.37,494,7.97,516,8.32,720,11.61,1000,16.13,945,15.24,880,14.19,576,9.29,347,5.6,272,4.39,178,2.87,2,0.03,696,177.9,476,105.1,627,162.9,750,108.6,513,100.5,397,103.6,852,120.4,898,145.0,991,159.5,55,96.6,75,98.5,122,102.7,560,103.2,434,272.6,1932,143.4,214,82.9,190,128.6,207,93.0,131,132.0,110,129.9,23,71.8,415,212.9,50,122.3,197,152.9,157,120.3,296,151.8,83,135.2,92,118.0,105,162.7,82,125.1,184,115.3,163,140.3,149,167.8,73,48.8,102,71.6,329,127.0,258,166.9,404,194.5,82,60.3,153,102.0,215,173.8,210,130.5,280,180.2,271,5,1.36,0,516,8,2.17,0,,,,,,,,,720,11,2.98,2,1000,18,4.88,0,945,29,7.86,1,880,37,10.03,3,576,33,8.94,3,494,4,1.08,0,,,,,347,71,19.24,6,,,,,272,100,27.1,5,178,53,14.36,0,2,0,0,0,16,0.26,0,0
COVID-19_14_day_epidemiology_report_20201115_website.pdf,01/11/2020,14/11/2020,15/11/2020,6041,100,0.95,2931,48.52,3100,51.32,10,0.17,36,38,253,4.19,463,7.66,490,8.11,695,11.5,1002,16.59,940,15.56,853,14.12,558,9.24,345,5.71,261,4.32,179,2.96,2,0.03,691,176.6,480,105.9,573,148.8,686,99.3,527,103.3,402,104.9,828,117.0,896,144.7,958,154.2,53,93.1,79,103.7,111,93.4,495,91.2,439,275.8,1891,140.3,222,86.0,191,129.3,198,89.0,129,130.0,111,131.1,25,78.0,393,201.6,45,110.1,197,152.9,151,115.7,281,144.1,76,123.8,107,137.2,107,165.8,73,111.4,163,102.2,180,154.9,151,170.1,74,49.4,99,69.5,301,116.1,258,166.9,399,192.1,90,66.1,158,105.4,216,174.6,195,121.2,274,176.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.26,0,0
COVID-19_14_day_epidemiology_report_20201116 - website.pdf,02/11/2020,15/11/2020,16/11/2020,5735,100,0.94,2779,48.46,2948,51.4,8,0.14,36,38,248,4.32,426,7.43,462,8.06,655,11.42,950,16.56,894,15.59,811,14.14,530,9.24,324,5.65,250,4.36,183,3.19,2,0.03,668,170.7,447,98.7,637,165.5,637,92.2,514,100.7,387,101.0,766,108.2,866,139.8,813,130.8,44,77.3,73,95.8,128,107.7,454,83.6,429,269.5,1685,125.1,209,81.0,183,123.9,191,85.8,120,120.9,94,111.0,27,84.3,442,226.8,46,112.5,207,160.6,148,113.4,273,140.0,74,120.5,106,136.0,90,139.4,66,100.7,162,101.5,188,161.8,136,153.2,70,46.8,90,63.2,234,90.3,228,147.5,351,169.0,90,66.1,145,96.7,210,169.8,170,105.7,257,165.4,248,4,1.1,0,462,8,2.19,0,,,,,,,,,655,11,3.01,2,950,17,4.66,0,894,25,6.85,0,811,37,10.14,3,530,32,8.77,3,426,3,0.82,0,,,,,324,67,18.36,6,,,,,250,103,28.22,4,183,58,15.89,0,2,0,0,0,19,0.33,0,0
COVID-19_14_day_epidemiology_report_20201117 - website.pdf,03/11/2020,16/11/2020,17/11/2020,5778,100,0.94,2794,48.36,2976,51.51,8,0.14,36,38,251,4.34,427,7.39,469,8.12,662,11.46,952,16.48,891,15.42,831,14.38,537,9.29,323,5.59,245,4.24,190,3.29,0,0,667,170.5,474,104.6,675,175.3,647,93.7,521,102.1,386,100.7,766,108.2,849,137.1,793,127.6,47,82.6,65,85.3,133,111.9,465,85.7,449,282.0,1668,123.8,218,84.5,182,123.2,184,82.7,118,118.9,88,103.9,27,84.3,471,241.7,45,110.1,207,160.6,148,113.4,251,128.7,67,109.1,112,143.7,108,167.3,60,91.6,174,109.1,189,162.7,142,160.0,67,44.7,93,65.3,224,86.4,230,148.8,339,163.2,87,63.9,146,97.4,209,169.0,177,110.0,256,164.8,251,5,1.3,0,469,9,2.34,0,,,,,,,,,662,11,2.86,2,952,19,4.95,0,891,30,7.81,0,831,35,9.11,2,537,39,10.16,3,427,1,0.26,0,,,,,323,71,18.49,6,,,,,245,103,26.82,3,190,61,15.89,0,,,,,18,0.31,0,0
COVID-19 14 day epidemiology report_20201118_website.pdf,04/11/2020,17/11/2020,18/11/2020,5708,100,0.94,2757,48.3,2941,51.52,10,0.18,36,38,238,4.17,426,7.46,472,8.27,665,11.65,930,16.29,894,15.66,833,14.59,517,9.06,319,5.59,235,4.12,179,3.14,0,0,694,177.4,446,98.4,661,171.7,617,89.3,526,103.1,376,98.1,776,109.6,860,138.9,752,121.0,49,86.1,69,90.6,133,111.9,445,82.0,471,295.9,1627,120.8,199,77.1,172,116.4,188,84.5,118,118.9,84,99.2,28,87.4,462,237.0,45,110.1,218,169.1,145,111.1,262,134.3,67,109.1,113,144.9,102,158.0,60,91.6,170,106.5,189,162.7,134,151.0,69,46.1,89,62.5,202,77.9,219,141.7,331,159.4,87,63.9,141,94.0,203,164.1,186,115.6,258,166.1,238,4,1.08,0,472,10,2.71,0,,,,,,,,,665,9,2.44,1,930,21,5.69,0,894,26,7.05,1,833,34,9.21,3,517,36,9.76,2,426,1,0.27,0,,,,,319,71,19.24,7,,,,,235,98,26.56,4,179,59,15.99,0,,,,,16,0.28,0,0
